"Name","Active","Date","Operator","Description","href","Type","Fields","Pools","Order_Num","Order_Amendment","Order_Amendment_Num","Pool_Count_0","Pool_Count","Oil_Pool_Count","Gas_Pool_Count","Field_Count_0","Field_Count","Start_Page","Stop_Page"
"CO 120 .015","FALSE","1980-03-27","ARCO Alaska Inc.","Flaring 5 extra days in 1st qtr King Salmon Platform, compressor repairs.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.015%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","15","",TRUE,0,0,0,FALSE,1,32,160
"CO 120 .016","FALSE","1981-08-17","ARCO Alaska Inc.","Flaring an extra 6 days, King Salmon Platform for compressor repair.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.016%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","16","",TRUE,0,0,0,FALSE,1,31,160
"CO 120 .017","FALSE","1981-08-21","ARCO Alaska Inc.","Flaring an extra 7 days, King Salmon Platform for compressor repair.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.017%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","17","",TRUE,0,0,0,FALSE,1,30,160
"CO 120 .018","FALSE","1981-11-23","ARCO Alaska Inc.","Flaring extends CO 120 Rule 2 for 5 days or until compressor is repaired, whichever is first, King Salmon Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.018%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","18","",TRUE,0,0,0,FALSE,1,29,160
"CO 120 .019","FALSE","1981-11-27","Union","Grayling Platform - Flaring extends CO 120 Rule 2, 6 days or until compressor is repaired.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.019%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","19","",TRUE,0,0,0,FALSE,1,28,160
"CO 120 .020","FALSE","1981-12-01","ARCO Alaska Inc.","King Salmon Platform - Flaring extends CO 120 Rule 2, 6 days or until compressor is repaired.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.020%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","20","",TRUE,0,0,0,FALSE,1,27,160
"CO 120 .021","FALSE","1981-12-08","ARCO Alaska Inc.","King Salmon Platform - Flaring extends CO 120 Rule 2, 5 days or until compressor is repaired.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.021%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","21","",TRUE,0,0,0,FALSE,1,26,160
"CO 120 .022","FALSE","1982-02-03","ARCO Alaska Inc.","Flaring an extra 15 days for King Salmon Platform.  Production of 18742 39 well.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.022%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","22","",TRUE,0,0,0,FALSE,1,25,160
"CO 120 .023","FALSE","1982-03-04","ARCO Alaska Inc.","Flaring two days over flare at King Salmon Platform for motor repair.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.023%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","23","",TRUE,0,0,0,FALSE,1,24,160
"CO 120 .024","FALSE","1982-03-09","ARCO Alaska Inc.","Flaring one day over flare at King Salmon Platform compressor.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.024%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","24","",TRUE,0,0,0,FALSE,1,23,160
"CO 120 .025","FALSE","1982-03-16","ARCO Alaska Inc.","Flaring one day extension at King Salmon Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.025%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","25","",TRUE,0,0,0,FALSE,1,22,160
"CO 120 .026","FALSE","1984-06-26","ARCO Alaska Inc.","Flaring extended CO 120 Rule 2 of casinghead gas from King Salmon Platform for more then 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.026%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","26","",TRUE,0,0,0,FALSE,1,21,160
"CO 120 .027","FALSE","1984-06-28","Marathon Oil Company","Flaring requested pursuant to CO 120 Rule 2, of casinghead gas from Dolly Varden Platform for more than 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.027%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","27","",TRUE,0,0,0,FALSE,1,20,160
"CO 120 .028","FALSE","1984-10-01","ARCO Alaska Inc.","Flaring requested for extension pursuant to CO 120 Rule 2,of casinghead gas from McArthur Rv Oil Field, King Salmon Platform for more than 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.028%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","28","",TRUE,0,0,0,FALSE,1,19,160
"CO 120 .029","FALSE","1984-12-05","ARCO Alaska Inc.","Flaring requested for extension pursuant to CO 120 Rule 2, casinghead gas from McArthur River Oil Field, King Salmon Pltfm for more than 15 days per calendar qtr.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.029%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","29","",TRUE,0,0,0,FALSE,1,18,160
"CO 120 .030","FALSE","1987-08-14","Marathon Oil Company","Flaring up to 15 MMSCF per day 08/11/87 to 09/25/87.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.030%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","30","",TRUE,0,0,0,FALSE,1,16,160
"CO 120 .031","FALSE","1988-01-29","Marathon Oil Company","Flaring additional 10 excess flare days 1st cal qtr, Dolly Vrdn Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.031%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","31","",TRUE,0,0,0,FALSE,1,15,160
"CO 120 .032","FALSE","1988-02-04","Marathon Oil Company","Flaring additional 10 excess flare days 1st cal qtr,'88 Dolly Vrdn Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.032%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","32","",TRUE,0,0,0,FALSE,1,14,160
"CO 120 .033","FALSE","1988-02-18","Marathon Oil Company","Flaring additional 10 excess flare days 1st cal qtr,'88 Dolly Vrdn Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.033%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","33","",TRUE,0,0,0,FALSE,1,13,160
"CO 120 .034","FALSE","1988-08-19","Union Oil Company of California","Flaring additional 15 excess flare days 3rd cal qtr,'88 King Salmon Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.034%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","34","",TRUE,0,0,0,FALSE,1,12,160
"CO 120 .035","FALSE","1988-09-10","Union Oil Company of California","Flaring additional 25 excess flare days 3rd cal qtr,'88 King Salmon Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.035%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","35","",TRUE,0,0,0,FALSE,1,11,160
"CO 120 .036","FALSE","1988-10-14","Union Oil Company of California","Flaring addl 26 excess flare days - Grayling Pltfm.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.036%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","36","",TRUE,0,0,0,FALSE,1,10,160
"CO 120 .037","FALSE","1988-10-24","Union Oil Company of California","Flaring addl 26 excess flare days 4th qtr '88 TB Prod Fac.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.037%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","37","",TRUE,0,0,0,FALSE,1,9,160
"CO 120 .038","FALSE","1988-10-24","Union Oil Company of California","Flaring addl 30 excess flare days 4th qtr '88 King Salmon Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.038%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","38","",TRUE,0,0,0,FALSE,1,8,160
"CO 120 .039","FALSE","1988-11-22","Union Oil Company of California","Flaring addl 51 excess flare days 4th qtr '88 TB Prod Fac.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.039%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","39","",TRUE,0,0,0,FALSE,1,7,160
"CO 120 .040","FALSE","1989-02-22","Union Oil Company of California","Flaring addl 45 excess flare days 1st qtr 1989 TB Prod Fac.  If further excess required 1st qtr, AOGCC must meet w/parties to discuss problem/solution.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.040%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","40","",TRUE,0,0,0,FALSE,1,6,160
"CO 120 .041","FALSE","1990-08-31","Union Oil Company of California","Flaring excess gas from Grayling Platform  until 09/10/90.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO120.041%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20120%22}","CO","MCARTHUR RIVER","","120","41","",TRUE,0,0,0,FALSE,1,5,160
"CO 121","TRUE","1973-03-20","Exploration Services Company Inc.","Replaces CO #116.  Revises stratigraphic test locations.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20121%22}","CO","*EXPLORATORY","","121","","",TRUE,0,0,0,FALSE,1,1,19
"CO 122","TRUE","1973-03-31","Texaco Inc.","Spacing exception: Long Lake Unit #1","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20122%22}","CO","*EXPLORATORY","","122","","",TRUE,0,0,0,FALSE,1,1,7
"CO 123","TRUE","1973-08-23","Standard Oil Company of California","Revokes COs 008 & 009.  Establishes pool rules for Hemlock Oil Pool within the Swanson River Oil Field; permits injection of water & gas for pressure maintenance, secondary or tertiary recovery, and conducting pilot and injection tests.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","","",FALSE,1,1,0,FALSE,1,1,99
"CO 123 .001","TRUE","1974-07-09","Standard Oil Company of California","Spacing exception: SCU 44-8","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","1","",FALSE,1,1,0,FALSE,1,18,99
"CO 123 .002","TRUE","1974-11-27","Standard Oil Company of California","Spacing exception: SCU 44-4","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","2","",FALSE,1,1,0,FALSE,1,17,99
"CO 123 .003","TRUE","1975-06-16","Standard Oil Company of California","Spacing exception: SCU 33-5","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","3","",FALSE,1,1,0,FALSE,1,16,99
"CO 123 .004","TRUE","1975-08-20","Standard Oil Company of California","Spacing exception: SCU 13-3","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","4","",FALSE,1,1,0,FALSE,1,15,99
"CO 123 .005","TRUE","1975-11-06","Standard Oil Company of California","Spacing exception: SCU 11-03XX","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","5","",FALSE,1,1,0,FALSE,1,14,99
"CO 123 .007","TRUE","1982-11-26","Chevron USA Inc.","Spacing exception: SCU 42B-5","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123.007%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%22}","CO","SWANSON RIVER","77-3 TYONEK GAS STORAGE, HEMLOCK OIL","123","7","",FALSE,2,1,1,FALSE,1,11,99
"CO 123 A","TRUE","1995-12-05","Union Oil Company of California","Expands Swanson River Field to include G zone of the Tyonek formation and the lower portion of the Hemlock formation.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20A%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","A","",FALSE,1,1,0,FALSE,1,1,50
"CO 123 A .001","FALSE","2000-06-06","Union Oil Company of California","Spacing exception: SCU 23A-9","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123A.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20A%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","A","1",FALSE,1,1,0,FALSE,1,7,50
"CO 123 A .002","TRUE","2012-11-29","Hilcorp Alaska, LLC","Spacing exception: SCU 43A-33","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123A.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20A%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","A","2",FALSE,1,1,0,FALSE,1,8,50
"CO 123 A .003","TRUE","2012-11-29","Hilcorp Alaska, LLC","Spacing exception: SCU 44-33","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123A.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20A%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","A","3",FALSE,1,1,0,FALSE,1,14,50
"CO 123 B","TRUE","2013-08-28","Hill Production Company","Revise well spacing requirements for the Hemlock Oil Pool within the boundary of the Swanson River Field.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20B%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","B","",FALSE,1,1,0,FALSE,1,1,46
"CO 123 DUPLICATE ORDER IDENTIFIER #1 .006","FALSE","1976-11-02","Standard Oil Company of California","Spacing exception: SCU 33-33.   Number was accidently duplicated.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123Duplicate order identifier #1.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20Duplicate order identifier #1%22}","CO","SWANSON RIVER","HEMLOCK OIL","123","DUPLICATE","LICATE ORDER IDENTIFIER #1 .006",FALSE,1,1,0,FALSE,1,0,0
"CO 123 DUPLICATE ORDER IDENTIFIER #2 .006","TRUE","1980-09-16","Standard Oil Company of California","Spacing exception: 5 wells (12A-3, 21A-4, 42A-5, 44A-8, & 41A-9)   Number was accidently duplicated.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO123Duplicate order identifier #2.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20123%20Duplicate order identifier #2%22}","CO","SWANSON RIVER","77-3 TYONEK GAS STORAGE, HEMLOCK OIL, TYONEK GAS","123","DUPLICATE","LICATE ORDER IDENTIFIER #2 .006",FALSE,3,1,2,FALSE,1,0,0
"CO 124","TRUE","1973-09-20","ARCO Alaska Inc.","Spacing exception: N Trading Bay Unit SPR-02 (PTD 168050; also named Trading Bay Field S-2)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20124%22}","CO","TRADING BAY","MIDDLE KENAI D OIL, MIDDLE KENAI E OIL","124","","",FALSE,2,2,0,FALSE,1,1,23
"CO 125","FALSE","1973-12-11","Mobil Oil Corporation","Spacing exception: West Kadleroshilik Unit #1","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20125%22}","CO","*EXPLORATORY","","125","","",TRUE,0,0,0,FALSE,1,1,13
"CO 126","FALSE",NA,"","Withdrawn. See 80-A. Withdrawn on 1974-05-02.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20126%22}","CO","MCARTHUR RIVER","MIDDLE KENAI G OIL","126","","",FALSE,1,1,0,FALSE,1,1,2
"CO 127","TRUE","1974-08-07","Standard Oil Company of California","Spacing exception: Beluga River Unit 224-13 (173037)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20127%22}","CO","BELUGA RIVER","STERLING-BELUGA GAS","127","","",FALSE,1,0,1,FALSE,1,1,11
"CO 128","TRUE","1974-10-03","ARCO Alaska Inc.","Withdrawn application to allow drilling of four oil wells per governmental section on ten selected sections and two wells per governmental section on four selections in ARCO's operating area in the Prudhoe Bay Field. Withdrawn","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20128%22}","CO","PRUDHOE BAY","PRUDHOE OIL","128","","",FALSE,1,1,0,FALSE,1,1,18
"CO 129","TRUE","1974-11-06","Standard Oil Company of California","Spacing exception: Cape Kailof #1","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20129%22}","CO","*EXPLORATORY","","129","","",TRUE,0,0,0,FALSE,1,1,9
"CO 130","FALSE","1975-01-15","ARCO Alaska Inc.","REVOKED (SEE 341).  Cancels CO 117 and 117A.  Amends Rule 2 CO 098B Spacing. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20130%22}","CO","PRUDHOE BAY","KUPARUK RIVER OIL, LISBURNE OIL, PRUDHOE OIL","130","","",FALSE,3,3,0,FALSE,1,1,109
"CO 131","TRUE","1974-11-12","Mobil Oil Corporation","Spacing exception: Gwydyr Bay South #1","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20131%22}","CO","*EXPLORATORY","","131","","",TRUE,0,0,0,FALSE,1,1,10
"CO 132","TRUE","1975-01-03","Standard Oil Company of California","Spacing exception: Ivan River Unit 14-31","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20132%22}","CO","IVAN RIVER","UNDEFINED GAS, UNDEFINED WDSP","132","","",FALSE,2,0,1,FALSE,1,1,10
"CO 133","FALSE","1975-01-03","Mobil Oil Corporation","Spacing exception: West Staines State #2","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20133%22}","CO","*EXPLORATORY","","133","","",TRUE,0,0,0,FALSE,1,1,9
"CO 134","FALSE","1975-03-20","Texaco Inc.","Spacing exception: West Kuruparuk Unit 1","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20134%22}","CO","*EXPLORATORY","","134","","",TRUE,0,0,0,FALSE,1,1,15
"CO 135","FALSE","1975-07-07","Union Oil Company of California","Spacing exception: Kenai Unit #33-30 (#159015)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20135%22}","CO","KENAI","STERLING 4 GAS","135","","",FALSE,1,0,1,FALSE,1,1,10
"CO 136","TRUE","1975-07-07","Standard Oil Company of California","Spacing exception: Beluga River Unit 212-18 (175034)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20136%22}","CO","BELUGA RIVER","STERLING-BELUGA GAS","136","","",FALSE,1,0,1,FALSE,1,1,6
"CO 137","FALSE","1976-01-09","Various","REVOKED (SEE 341).  Pool rules revised for Prudhoe Oil Pool, Prudhoe Bay Kuparuk River Oil Pool, and Prudhoe Bay Lisburne Oil Pool.  Amends rules 3 and 4 of COs 098A, 098B, 083C. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20137%22}","CO","PRUDHOE BAY","KUPARUK RIVER OIL, LISBURNE OIL, PRUDHOE OIL","137","","",FALSE,3,3,0,FALSE,1,1,344
"CO 138","FALSE","1975-11-10","Getty Oil Company","Spacing exception: 2-10-13 St #1 - REVOKED (SEE CO 341) Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20138%22}","CO","PRUDHOE BAY","PRUDHOE OIL","138","","",FALSE,1,1,0,FALSE,1,1,7
"CO 139","FALSE","1976-01-19","ARCO Alaska Inc.","Spacing exception: DS 2-07 (#174062) - REVOKED (SEE CO 341) Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20139%22}","CO","PRUDHOE BAY","PRUDHOE OIL","139","","",FALSE,1,1,0,FALSE,1,1,10
"CO 140","FALSE","1976-05-25","ARCO Alaska Inc.","Spacing exception: Prudhoe Bay Well #E-06 (#176023) - REVOKED (SEE CO 341) Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20140%22}","CO","PRUDHOE BAY","PRUDHOE OIL","140","","",FALSE,1,1,0,FALSE,1,1,9
"CO 141","FALSE","1976-09-22","ARCO Alaska Inc.","REVOKED (SEE 341). Authorize production of gas cap for fuel purposes. Cancelled on 1999-06-22.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20141%22}","CO","PRUDHOE BAY","PRUDHOE OIL","141","","",FALSE,1,1,0,FALSE,1,1,19
"CO 141 .001","FALSE","1977-05-25","ARCO Alaska Inc.","REVOKED (SEE 341).  Temporary provision to increase  gas produced from gas cap for commissioning purposes. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO141.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20141%22}","CO","PRUDHOE BAY","PRUDHOE OIL","141","1","",FALSE,1,1,0,FALSE,1,5,19
